"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2023 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2023 inflation-adjusted dollars)",
"1400000US06001410000","Census Tract 4100; Alameda County; California","196500","55296",
"1400000US06001410100","Census Tract 4101; Alameda County; California","90388","31603",
"1400000US06001410200","Census Tract 4102; Alameda County; California","79675","20218",
"1400000US06001410300","Census Tract 4103; Alameda County; California","44167","20391",
"1400000US06001410400","Census Tract 4104; Alameda County; California","115268","39996",
"1400000US06001410500","Census Tract 4105; Alameda County; California","59402","3581",
"1400000US06001420100","Census Tract 4201; Alameda County; California","204352","50209",
"1400000US06001420200","Census Tract 4202; Alameda County; California","159563","20172",
"1400000US06001420301","Census Tract 4203.01; Alameda County; California","122578","28345",
"1400000US06001420302","Census Tract 4203.02; Alameda County; California","125486","21691",
"1400000US06001420401","Census Tract 4204.01; Alameda County; California","77083","34823",
"1400000US06001420402","Census Tract 4204.02; Alameda County; California","92000","34337",
"1400000US06001420500","Census Tract 4205; Alameda County; California","137000","19653",
"1400000US06001420600","Census Tract 4206; Alameda County; California","181678","15131",
"1400000US06001421100","Census Tract 4211; Alameda County; California","244276","19466",
"1400000US06001421200","Census Tract 4212; Alameda County; California","250,000+","***",
"1400000US06001421300","Census Tract 4213; Alameda County; California","128125","38364",
"1400000US06001421400","Census Tract 4214; Alameda County; California","235000","62685",
"1400000US06001421500","Census Tract 4215; Alameda County; California","222321","35814",
"1400000US06001421600","Census Tract 4216; Alameda County; California","228547","15838",
"1400000US06001421700","Census Tract 4217; Alameda County; California","114725","14622",
"1400000US06001421800","Census Tract 4218; Alameda County; California","179868","10028",
"1400000US06001421900","Census Tract 4219; Alameda County; California","162143","39748",
"1400000US06001422000","Census Tract 4220; Alameda County; California","137841","24926",
"1400000US06001422100","Census Tract 4221; Alameda County; California","135000","26286",
"1400000US06001422200","Census Tract 4222; Alameda County; California","108523","27798",
"1400000US06001422300","Census Tract 4223; Alameda County; California","113257","25473",
"1400000US06001422400","Census Tract 4224; Alameda County; California","86250","25966",
"1400000US06001422500","Census Tract 4225; Alameda County; California","49286","19847",
"1400000US06001422700","Census Tract 4227; Alameda County; California","-","**",
"1400000US06001422800","Census Tract 4228; Alameda County; California","30833","10651",
"1400000US06001422901","Census Tract 4229.01; Alameda County; California","41902","24220",
"1400000US06001422902","Census Tract 4229.02; Alameda County; California","65285","20913",
"1400000US06001423000","Census Tract 4230; Alameda County; California","81759","21274",
"1400000US06001423100","Census Tract 4231; Alameda County; California","59643","23185",
"1400000US06001423200","Census Tract 4232; Alameda County; California","74861","24495",
"1400000US06001423300","Census Tract 4233; Alameda County; California","95927","25591",
"1400000US06001423400","Census Tract 4234; Alameda County; California","121122","51104",
"1400000US06001423500","Census Tract 4235; Alameda County; California","106964","25619",
"1400000US06001423601","Census Tract 4236.01; Alameda County; California","162386","42851",
"1400000US06001423602","Census Tract 4236.02; Alameda County; California","60625","20888",
"1400000US06001423700","Census Tract 4237; Alameda County; California","102566","30561",
"1400000US06001423800","Census Tract 4238; Alameda County; California","190625","25932",
"1400000US06001423901","Census Tract 4239.01; Alameda County; California","94563","63312",
"1400000US06001423902","Census Tract 4239.02; Alameda County; California","142206","63448",
"1400000US06001424001","Census Tract 4240.01; Alameda County; California","88018","16327",
"1400000US06001424002","Census Tract 4240.02; Alameda County; California","102826","40133",
"1400000US06001425101","Census Tract 4251.01; Alameda County; California","84680","18945",
"1400000US06001425102","Census Tract 4251.02; Alameda County; California","130555","11696",
"1400000US06001425103","Census Tract 4251.03; Alameda County; California","117688","45401",
"1400000US06001425104","Census Tract 4251.04; Alameda County; California","124043","29426",
"1400000US06001426100","Census Tract 4261; Alameda County; California","250,000+","***",
"1400000US06001426200","Census Tract 4262; Alameda County; California","250,000+","***",
"1400000US06001427100","Census Tract 4271; Alameda County; California","206118","49339",
"1400000US06001427200","Census Tract 4272; Alameda County; California","107535","33640",
"1400000US06001427300","Census Tract 4273; Alameda County; California","136681","34763",
"1400000US06001427600","Census Tract 4276; Alameda County; California","95691","11040",
"1400000US06001427700","Census Tract 4277; Alameda County; California","103333","37166",
"1400000US06001427800","Census Tract 4278; Alameda County; California","148542","54643",
"1400000US06001427900","Census Tract 4279; Alameda County; California","105836","8231",
"1400000US06001428000","Census Tract 4280; Alameda County; California","99956","25529",
"1400000US06001428100","Census Tract 4281; Alameda County; California","162350","13257",
"1400000US06001428200","Census Tract 4282; Alameda County; California","105398","39546",
"1400000US06001428301","Census Tract 4283.01; Alameda County; California","188419","37299",
"1400000US06001428302","Census Tract 4283.02; Alameda County; California","206780","42247",
"1400000US06001428400","Census Tract 4284; Alameda County; California","107083","35572",
"1400000US06001428500","Census Tract 4285; Alameda County; California","143529","39912",
"1400000US06001428600","Census Tract 4286; Alameda County; California","125446","28799",
"1400000US06001428700","Census Tract 4287; Alameda County; California","137292","68995",
"1400000US06001430101","Census Tract 4301.01; Alameda County; California","211029","20730",
"1400000US06001430102","Census Tract 4301.02; Alameda County; California","185956","19381",
"1400000US06001430200","Census Tract 4302; Alameda County; California","181250","24263",
"1400000US06001430300","Census Tract 4303; Alameda County; California","168750","26580",
"1400000US06001430400","Census Tract 4304; Alameda County; California","208929","27973",
"1400000US06001430500","Census Tract 4305; Alameda County; California","92139","31971",
"1400000US06001430600","Census Tract 4306; Alameda County; California","179605","55649",
"1400000US06001430700","Census Tract 4307; Alameda County; California","131250","26082",
"1400000US06001430800","Census Tract 4308; Alameda County; California","101784","20300",
"1400000US06001430900","Census Tract 4309; Alameda County; California","119028","17890",
"1400000US06001431000","Census Tract 4310; Alameda County; California","96250","17004",
"1400000US06001431100","Census Tract 4311; Alameda County; California","105329","17158",
"1400000US06001431200","Census Tract 4312; Alameda County; California","104646","29911",
"1400000US06001432100","Census Tract 4321; Alameda County; California","183735","7848",
"1400000US06001432200","Census Tract 4322; Alameda County; California","92702","9526",
"1400000US06001432300","Census Tract 4323; Alameda County; California","156531","25310",
"1400000US06001432400","Census Tract 4324; Alameda County; California","96500","27172",
"1400000US06001432501","Census Tract 4325.01; Alameda County; California","123232","18136",
"1400000US06001432502","Census Tract 4325.02; Alameda County; California","112483","23850",
"1400000US06001432601","Census Tract 4326.01; Alameda County; California","89630","20678",
"1400000US06001432602","Census Tract 4326.02; Alameda County; California","98571","29215",
"1400000US06001432700","Census Tract 4327; Alameda County; California","96481","49657",
"1400000US06001432800","Census Tract 4328; Alameda County; California","130202","20778",
"1400000US06001433000","Census Tract 4330; Alameda County; California","102118","11362",
"1400000US06001433102","Census Tract 4331.02; Alameda County; California","102703","22174",
"1400000US06001433103","Census Tract 4331.03; Alameda County; California","64615","25155",
"1400000US06001433104","Census Tract 4331.04; Alameda County; California","78603","16338",
"1400000US06001433200","Census Tract 4332; Alameda County; California","84818","15189",
"1400000US06001433300","Census Tract 4333; Alameda County; California","102823","19820",
"1400000US06001433400","Census Tract 4334; Alameda County; California","127601","38901",
"1400000US06001433500","Census Tract 4335; Alameda County; California","75319","32889",
"1400000US06001433600","Census Tract 4336; Alameda County; California","82457","33951",
"1400000US06001433700","Census Tract 4337; Alameda County; California","84813","26631",
"1400000US06001433801","Census Tract 4338.01; Alameda County; California","97155","31769",
"1400000US06001433802","Census Tract 4338.02; Alameda County; California","104289","31182",
"1400000US06001433900","Census Tract 4339; Alameda County; California","80148","5989",
"1400000US06001434000","Census Tract 4340; Alameda County; California","55962","17600",
"1400000US06001435102","Census Tract 4351.02; Alameda County; California","129191","35058",
"1400000US06001435103","Census Tract 4351.03; Alameda County; California","184875","29414",
"1400000US06001435104","Census Tract 4351.04; Alameda County; California","119681","49226",
"1400000US06001435200","Census Tract 4352; Alameda County; California","129375","23274",
"1400000US06001435300","Census Tract 4353; Alameda County; California","114484","17298",
"1400000US06001435400","Census Tract 4354; Alameda County; California","83310","27340",
"1400000US06001435500","Census Tract 4355; Alameda County; California","81275","18627",
"1400000US06001435601","Census Tract 4356.01; Alameda County; California","80325","16760",
"1400000US06001435602","Census Tract 4356.02; Alameda County; California","88273","5637",
"1400000US06001435700","Census Tract 4357; Alameda County; California","100610","23561",
"1400000US06001435800","Census Tract 4358; Alameda County; California","106860","13372",
"1400000US06001435900","Census Tract 4359; Alameda County; California","117841","19296",
"1400000US06001436000","Census Tract 4360; Alameda County; California","116087","25340",
"1400000US06001436100","Census Tract 4361; Alameda County; California","119706","24083",
"1400000US06001436200","Census Tract 4362; Alameda County; California","78125","21670",
"1400000US06001436301","Census Tract 4363.01; Alameda County; California","192837","25842",
"1400000US06001436302","Census Tract 4363.02; Alameda County; California","94112","6768",
"1400000US06001436402","Census Tract 4364.02; Alameda County; California","173882","28636",
"1400000US06001436403","Census Tract 4364.03; Alameda County; California","103750","32708",
"1400000US06001436404","Census Tract 4364.04; Alameda County; California","153333","24210",
"1400000US06001436500","Census Tract 4365; Alameda County; California","86952","17382",
"1400000US06001436601","Census Tract 4366.01; Alameda County; California","80095","17547",
"1400000US06001436602","Census Tract 4366.02; Alameda County; California","103178","18082",
"1400000US06001436700","Census Tract 4367; Alameda County; California","123705","46298",
"1400000US06001436800","Census Tract 4368; Alameda County; California","108867","13404",
"1400000US06001436900","Census Tract 4369; Alameda County; California","107545","17900",
"1400000US06001437000","Census Tract 4370; Alameda County; California","109583","26830",
"1400000US06001437101","Census Tract 4371.01; Alameda County; California","162303","40484",
"1400000US06001437102","Census Tract 4371.02; Alameda County; California","81914","24843",
"1400000US06001437200","Census Tract 4372; Alameda County; California","105606","21847",
"1400000US06001437300","Census Tract 4373; Alameda County; California","62201","24654",
"1400000US06001437400","Census Tract 4374; Alameda County; California","100096","37264",
"1400000US06001437500","Census Tract 4375; Alameda County; California","96250","20396",
"1400000US06001437600","Census Tract 4376; Alameda County; California","107188","25906",
"1400000US06001437701","Census Tract 4377.01; Alameda County; California","72159","9385",
"1400000US06001437702","Census Tract 4377.02; Alameda County; California","100268","35599",
"1400000US06001437800","Census Tract 4378; Alameda County; California","150980","27680",
"1400000US06001437900","Census Tract 4379; Alameda County; California","93490","7012",
"1400000US06001438000","Census Tract 4380; Alameda County; California","137418","23172",
"1400000US06001438100","Census Tract 4381; Alameda County; California","154208","25700",
"1400000US06001438201","Census Tract 4382.01; Alameda County; California","107500","19142",
"1400000US06001438203","Census Tract 4382.03; Alameda County; California","129113","43483",
"1400000US06001438204","Census Tract 4382.04; Alameda County; California","100000","15955",
"1400000US06001438300","Census Tract 4383; Alameda County; California","142500","14831",
"1400000US06001438400","Census Tract 4384; Alameda County; California","107171","12461",
"1400000US06001440100","Census Tract 4401; Alameda County; California","104861","17969",
"1400000US06001440200","Census Tract 4402; Alameda County; California","125129","16816",
"1400000US06001440301","Census Tract 4403.01; Alameda County; California","123102","35741",
"1400000US06001440304","Census Tract 4403.04; Alameda County; California","142675","38593",
"1400000US06001440305","Census Tract 4403.05; Alameda County; California","159583","30690",
"1400000US06001440306","Census Tract 4403.06; Alameda County; California","112723","27617",
"1400000US06001440307","Census Tract 4403.07; Alameda County; California","102500","42926",
"1400000US06001440308","Census Tract 4403.08; Alameda County; California","113750","41493",
"1400000US06001440331","Census Tract 4403.31; Alameda County; California","132500","34522",
"1400000US06001440332","Census Tract 4403.32; Alameda County; California","180234","53126",
"1400000US06001440333","Census Tract 4403.33; Alameda County; California","127708","31126",
"1400000US06001440334","Census Tract 4403.34; Alameda County; California","163663","33256",
"1400000US06001440336","Census Tract 4403.36; Alameda County; California","156579","23741",
"1400000US06001440337","Census Tract 4403.37; Alameda County; California","250,000+","***",
"1400000US06001440338","Census Tract 4403.38; Alameda County; California","132250","17679",
"1400000US06001441100","Census Tract 4411; Alameda County; California","175159","31898",
"1400000US06001441200","Census Tract 4412; Alameda County; California","168722","9962",
"1400000US06001441301","Census Tract 4413.01; Alameda County; California","167845","24495",
"1400000US06001441302","Census Tract 4413.02; Alameda County; California","210580","37006",
"1400000US06001441401","Census Tract 4414.01; Alameda County; California","186000","28029",
"1400000US06001441402","Census Tract 4414.02; Alameda County; California","189806","48248",
"1400000US06001441501","Census Tract 4415.01; Alameda County; California","200781","35007",
"1400000US06001441503","Census Tract 4415.03; Alameda County; California","240658","30877",
"1400000US06001441521","Census Tract 4415.21; Alameda County; California","211406","48263",
"1400000US06001441522","Census Tract 4415.22; Alameda County; California","178438","38490",
"1400000US06001441523","Census Tract 4415.23; Alameda County; California","188679","28443",
"1400000US06001441524","Census Tract 4415.24; Alameda County; California","250,000+","***",
"1400000US06001441525","Census Tract 4415.25; Alameda County; California","212344","56449",
"1400000US06001441601","Census Tract 4416.01; Alameda County; California","185208","56105",
"1400000US06001441602","Census Tract 4416.02; Alameda County; California","131141","34622",
"1400000US06001441701","Census Tract 4417.01; Alameda County; California","100444","50571",
"1400000US06001441702","Census Tract 4417.02; Alameda County; California","97813","13090",
"1400000US06001441800","Census Tract 4418; Alameda County; California","180354","21334",
"1400000US06001441921","Census Tract 4419.21; Alameda County; California","153089","13569",
"1400000US06001441923","Census Tract 4419.23; Alameda County; California","130038","13628",
"1400000US06001441924","Census Tract 4419.24; Alameda County; California","191306","10654",
"1400000US06001441926","Census Tract 4419.26; Alameda County; California","113510","24092",
"1400000US06001441927","Census Tract 4419.27; Alameda County; California","152381","27505",
"1400000US06001441928","Census Tract 4419.28; Alameda County; California","171132","20381",
"1400000US06001441929","Census Tract 4419.29; Alameda County; California","142188","49326",
"1400000US06001442000","Census Tract 4420; Alameda County; California","214554","15095",
"1400000US06001442100","Census Tract 4421; Alameda County; California","238830","3078",
"1400000US06001442200","Census Tract 4422; Alameda County; California","249917","31905",
"1400000US06001442301","Census Tract 4423.01; Alameda County; California","136573","23805",
"1400000US06001442302","Census Tract 4423.02; Alameda County; California","133850","37828",
"1400000US06001442400","Census Tract 4424; Alameda County; California","138359","38619",
"1400000US06001442501","Census Tract 4425.01; Alameda County; California","101864","27060",
"1400000US06001442502","Census Tract 4425.02; Alameda County; California","138750","48104",
"1400000US06001442601","Census Tract 4426.01; Alameda County; California","168750","41929",
"1400000US06001442602","Census Tract 4426.02; Alameda County; California","143393","54410",
"1400000US06001442700","Census Tract 4427; Alameda County; California","199154","30525",
"1400000US06001442800","Census Tract 4428; Alameda County; California","180800","28293",
"1400000US06001442900","Census Tract 4429; Alameda County; California","169947","24085",
"1400000US06001443001","Census Tract 4430.01; Alameda County; California","154178","36700",
"1400000US06001443002","Census Tract 4430.02; Alameda County; California","141696","42866",
"1400000US06001443102","Census Tract 4431.02; Alameda County; California","250,000+","***",
"1400000US06001443103","Census Tract 4431.03; Alameda County; California","250,000+","***",
"1400000US06001443104","Census Tract 4431.04; Alameda County; California","200324","22283",
"1400000US06001443105","Census Tract 4431.05; Alameda County; California","240031","24673",
"1400000US06001443200","Census Tract 4432; Alameda County; California","250,000+","***",
"1400000US06001443301","Census Tract 4433.01; Alameda County; California","250,000+","***",
"1400000US06001443321","Census Tract 4433.21; Alameda County; California","148750","62051",
"1400000US06001443322","Census Tract 4433.22; Alameda County; California","232679","41474",
"1400000US06001444100","Census Tract 4441; Alameda County; California","163367","28701",
"1400000US06001444200","Census Tract 4442; Alameda County; California","137773","15462",
"1400000US06001444301","Census Tract 4443.01; Alameda County; California","200865","31365",
"1400000US06001444303","Census Tract 4443.03; Alameda County; California","-","**",
"1400000US06001444304","Census Tract 4443.04; Alameda County; California","224511","33344",
"1400000US06001444400","Census Tract 4444; Alameda County; California","103565","9166",
"1400000US06001444500","Census Tract 4445; Alameda County; California","160398","24701",
"1400000US06001444601","Census Tract 4446.01; Alameda County; California","225543","43546",
"1400000US06001444602","Census Tract 4446.02; Alameda County; California","205000","19993",
"1400000US06001450101","Census Tract 4501.01; Alameda County; California","143246","28590",
"1400000US06001450102","Census Tract 4501.02; Alameda County; California","232292","42819",
"1400000US06001450200","Census Tract 4502; Alameda County; California","118077","20065",
"1400000US06001450300","Census Tract 4503; Alameda County; California","147875","31074",
"1400000US06001450400","Census Tract 4504; Alameda County; California","170184","25037",
"1400000US06001450501","Census Tract 4505.01; Alameda County; California","200475","34465",
"1400000US06001450502","Census Tract 4505.02; Alameda County; California","225290","31499",
"1400000US06001450601","Census Tract 4506.01; Alameda County; California","217788","32669",
"1400000US06001450603","Census Tract 4506.03; Alameda County; California","210898","12870",
"1400000US06001450604","Census Tract 4506.04; Alameda County; California","178725","18160",
"1400000US06001450605","Census Tract 4506.05; Alameda County; California","206063","16879",
"1400000US06001450606","Census Tract 4506.06; Alameda County; California","237083","44633",
"1400000US06001450607","Census Tract 4506.07; Alameda County; California","102245","26469",
"1400000US06001450608","Census Tract 4506.08; Alameda County; California","233500","61485",
"1400000US06001450609","Census Tract 4506.09; Alameda County; California","162067","20795",
"1400000US06001450701","Census Tract 4507.01; Alameda County; California","250,000+","***",
"1400000US06001450741","Census Tract 4507.41; Alameda County; California","154609","30972",
"1400000US06001450742","Census Tract 4507.42; Alameda County; California","165952","29009",
"1400000US06001450743","Census Tract 4507.43; Alameda County; California","170333","23568",
"1400000US06001450744","Census Tract 4507.44; Alameda County; California","215147","44377",
"1400000US06001450745","Census Tract 4507.45; Alameda County; California","191250","18929",
"1400000US06001450746","Census Tract 4507.46; Alameda County; California","177500","26538",
"1400000US06001450750","Census Tract 4507.50; Alameda County; California","158381","20702",
"1400000US06001450751","Census Tract 4507.51; Alameda County; California","250,000+","***",
"1400000US06001450752","Census Tract 4507.52; Alameda County; California","250,000+","***",
"1400000US06001451102","Census Tract 4511.02; Alameda County; California","250,000+","***",
"1400000US06001451103","Census Tract 4511.03; Alameda County; California","250,000+","***",
"1400000US06001451104","Census Tract 4511.04; Alameda County; California","180500","49268",
"1400000US06001451201","Census Tract 4512.01; Alameda County; California","108690","13638",
"1400000US06001451202","Census Tract 4512.02; Alameda County; California","168036","25071",
"1400000US06001451300","Census Tract 4513; Alameda County; California","124269","27390",
"1400000US06001451401","Census Tract 4514.01; Alameda County; California","117755","37077",
"1400000US06001451403","Census Tract 4514.03; Alameda County; California","190284","28385",
"1400000US06001451404","Census Tract 4514.04; Alameda County; California","118688","11719",
"1400000US06001451501","Census Tract 4515.01; Alameda County; California","192049","18775",
"1400000US06001451503","Census Tract 4515.03; Alameda County; California","174107","19658",
"1400000US06001451504","Census Tract 4515.04; Alameda County; California","169766","56405",
"1400000US06001451505","Census Tract 4515.05; Alameda County; California","232443","41154",
"1400000US06001451506","Census Tract 4515.06; Alameda County; California","135517","32002",
"1400000US06001451601","Census Tract 4516.01; Alameda County; California","202056","13818",
"1400000US06001451602","Census Tract 4516.02; Alameda County; California","133594","22481",
"1400000US06001451701","Census Tract 4517.01; Alameda County; California","201968","38975",
"1400000US06001451703","Census Tract 4517.03; Alameda County; California","200972","36491",
"1400000US06001451704","Census Tract 4517.04; Alameda County; California","147188","23174",
"1400000US06001981900","Census Tract 9819; Alameda County; California","-","**",
"1400000US06001982000","Census Tract 9820; Alameda County; California","136641","81896",
"1400000US06001982100","Census Tract 9821; Alameda County; California","-","**",
"1400000US06001983200","Census Tract 9832; Alameda County; California","181250","25613",
"1400000US06001990000","Census Tract 9900; Alameda County; California","-","**",
